OBJECTID,SEPRID,SEPRTYPE,STATEDAREA,SEPRTYPE2,created_user,created_date,last_edited_user,last_edited_date,Shape__Area,Shape__Length
314,1719701001,Mineral Right,10,10,,,AANDREWS,2018-07-13T19:56:44.000Z,437413.864013672,2645.75635293245
315,1723701001,Mineral Right,0,10,,,AANDREWS,2018-07-13T19:56:44.000Z,16712.7934570313,675.019804177383
316,1719701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1772653.91088867,5325.98100487598
317,1720701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1756504.81054688,5301.86004171287
318,1720701003,Mineral Right,30,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1283728.21655273,4578.05115452921
319,1720701006,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3431131.28100586,7877.60402856168
320,1622701007,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1728374.92041016,5259.69435914761
321,1622701008,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1764078.10546875,5312.92239338227
322,1620701003,Mineral Right,10,10,,,AANDREWS,2018-07-13T19:56:44.000Z,423671.872802734,3227.91724321295
323,1624701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3506657.99487305,7898.90021319661
324,1720701005,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1729802.80664063,6592.91850927352
325,1622701001,Mineral Right,20,10,,,AANDREWS,2018-07-13T19:56:44.000Z,847953.252197266,3886.9329883182
326,1720701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3452157.64892578,7887.65712345524
327,1624701006,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3476570.14916992,7927.95849518852
328,1621701005,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3587082.13891602,8017.87830938499
329,1622701009,Mineral Right,20,10,,,AANDREWS,2018-07-13T19:56:44.000Z,847949.278808594,3886.94523438723
330,1624701005,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3547384.31982422,7963.35928381184
331,1620701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3528994.28808594,7967.72324090982
332,1620701001,Mineral Right,20,10,,,AANDREWS,2018-07-13T19:56:44.000Z,422478.107666016,2600.30992673003
333,1622701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3471388.83349609,7935.72940553958
334,1623701001,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7299802.16210938,10808.3843412229
335,1624701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3380365.59228516,7791.93953077241
336,1714701001,Mineral Right,5,10,,,AANDREWS,2018-07-13T19:56:44.000Z,218171.361816406,1868.70467063268
337,1717701003,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3574699.27148438,7978.03076912881
338,1615701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3460193.76049805,7871.10001237567
339,1618701008,Mineral Right,17,10,,,AANDREWS,2018-07-13T19:56:44.000Z,807095.692626953,6315.7095245752
340,1718701003,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1829056.03173828,5409.9463872155
341,1718701004,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3624461.64916992,8065.90791224832
342,1717701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1766253.61791992,5316.22836166614
343,1615701003,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3501365.82202148,7913.24470893693
344,1615701004,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3458840.04101563,7917.86898930129
345,1618701007,Mineral Right,40.37 a,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1758488.40649414,5305.83728240793
346,1615701005,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3476738.9609375,7932.33294362356
347,1614701003,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3634228.76660156,8050.68741132682
348,1618701005,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3798195.13134766,8396.7485620147
349,1613701001,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,6823992.2956543,10456.0763321663
350,1714701002,Mineral Right,0,10,,,AANDREWS,2018-07-13T19:56:44.000Z,36846.4450683594,953.407211427057
351,1717701005,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3505353.66601563,7941.8543823147
352,1617701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1716435.921875,5240.93830550145
353,1614701001,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1802725.17382813,5371.25853158343
354,1717701004,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3396627.82373047,7863.34620554787
355,1718701001,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7498489.02832031,10954.6991380194
356,1718701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3647416.66162109,8136.64462590979
357,1717701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3492623.64379883,7917.05085100052
358,1616701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3511576.68554688,7963.4638752267
359,1617701001,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1732035.37597656,5326.79401936711
360,1618701004,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1775090.22924805,5329.31400483323
361,1618701003,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3558275.01904297,8005.44862268438
362,1618701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3784041.80004883,8163.19179252572
363,1618701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3851019.02978516,8196.87793586344
364,1518701001,Mineral Right,100,10,,,AANDREWS,2018-07-13T19:56:44.000Z,4380415.72290039,10563.8667199228
365,1708701003,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3505521.69775391,7952.94254361817
366,1608701001,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1716874.98657227,5241.31969315781
367,1609701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3514836.25048828,7931.20454648595
368,1610701003,Mineral Right,118.4,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5157930.96972656,9912.26871015181
369,1707701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3645142.81054688,10725.4856750134
370,1612701001,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3494715.25830078,7937.61077898174
371,1708701002,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,6949272.18481445,10549.2310434031
372,1610701001,Mineral Right,20,10,,,AANDREWS,2018-07-13T19:56:44.000Z,890652.626220703,3969.66650032669
373,1610701002,Mineral Right,21.6,10,,,AANDREWS,2018-07-13T19:56:44.000Z,967272.239990234,4608.64319958404
374,1609701002,Mineral Right,20,10,,,AANDREWS,2018-07-13T19:56:44.000Z,826908.2890625,3841.64679115846
375,1507701001,Mineral Right,123.72000122,10,,,AANDREWS,2018-07-13T19:56:44.000Z,4681319.98876953,9891.58057326439
376,1708701001,Mineral Right,144,10,,,AANDREWS,2018-07-13T19:56:44.000Z,6272704.76464844,9990.60252532669
377,1508701002,Mineral Right,1.5,10,,,AANDREWS,2018-07-13T19:56:44.000Z,62097.9514160156,5222.73143192181
378,1604701002,Mineral Right,25,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1081683.70996094,4160.17837759548
379,1705701001,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1713924.42041016,5238.25932367638
380,1606701001,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1684242.66992188,5213.14936250005
381,1806701001,Mineral Right,0,10,,,AANDREWS,2018-07-13T19:56:44.000Z,17287.2175292969,540.674460523633
382,1604701001,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,6003000.53833008,11674.6658677032
383,1126701001,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1741807.25341797,5279.43145298745
384,1330701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1742681.32666016,5280.50403321578
385,1330701001,Mineral Right,303.03,10,,,AANDREWS,2018-07-13T19:56:44.000Z,13081995.5979004,15790.5355411752
386,1322701002,Mineral Right,1.99,10,,,AANDREWS,2018-07-13T19:56:44.000Z,86874.423828125,1188.4934158468
387,1322701001,Mineral Right,1.46,10,,,AANDREWS,2018-07-13T19:56:44.000Z,63528.3815917969,1033.93335233571
388,1118701004,Mineral Right,73,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3230882.94458008,7500.37201939015
389,1109701004,Mineral Right,78,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3379458.046875,7799.90724872482
390,1109701002,Mineral Right,78,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3450452.15673828,7898.62497509761
391,1108701001,Mineral Right,107.55000305,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5075533.31298828,10381.8582751603
392,1109701003,Mineral Right,75,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3242516.09448242,7685.164829187
393,1109701001,Mineral Right,76,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3318712.16333008,7808.17197116486
394,1108701002,Mineral Right,60,10,,,AANDREWS,2018-07-13T19:56:44.000Z,2642282.12304688,6638.09638765022
395,1435701001,Mineral Right,89,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3876875.24414063,82197.8865056304
396,0634701001,Mineral Right,51,10,,,AANDREWS,2018-07-13T19:56:44.000Z,2264278.13085938,7044.62080482833
397,0413701001,Mineral Right,2.25,10,,,AANDREWS,2018-07-13T19:56:44.000Z,98011.4794921875,1353.01311990158
398,0414701001,Mineral Right,33.41,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1455365.64257813,5145.83025586586
399,0402701001,Mineral Right,10.25 a,10,,,AANDREWS,2018-07-13T19:56:44.000Z,446311.531982422,3350.59756509981
400,1930701004,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1813336.43481445,5387.00893935095
401,1930701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3701492.87573242,8149.61281818718
402,1922701005,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1779208.3269043,5335.51067903339
403,1920701009,Mineral Right,41,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3054677.47460938,7366.39297368657
404,1922701007,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3517897.50708008,7954.5852975
405,1920701007,Mineral Right,60,10,,,AANDREWS,2018-07-13T19:56:44.000Z,2292201.75927734,6277.88044175623
406,1922701009,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3559189.04199219,7984.99162321912
407,1920701004,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7339839.16333008,10837.0784672647
408,1919701008,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7266465.13183594,10783.2202170258
409,1923701004,Mineral Right,40,10,,,AANDREWS,2019-03-11T15:02:17.000Z,1775500.06665039,5330.32364127799
410,1921701004,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3626853.6730957,8106.57103368918
411,1922701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1770903.27783203,5323.0411597882
412,1921701006,Mineral Right,80,10,,,AANDREWS,2018-10-15T21:03:56.000Z,3600416.72094727,8054.93220252814
413,1921701002,Mineral Right,15,10,,,AANDREWS,2018-07-13T19:56:44.000Z,655572.740234375,3638.8322408367
414,1919701002,Mineral Right,34,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1519714.70336914,6718.1648029667
415,1920701005,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7241379.80859375,10764.1529790654
416,1919701006,Mineral Right,125,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5532556.43139648,9489.9463116452
417,1923701002,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7090809.72607422,10651.7129512079
418,1916701003,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1781403.75610352,5338.81906002028
419,1915701012,Mineral Right,40,10,,,AANDREWS,2019-03-07T17:00:40.000Z,1775358.83056641,5330.08690718578
420,1915701008,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7098271.04272461,10657.0593048154
421,1915701010,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3573387.98217773,8007.99396197307
422,1915701006,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1796989.203125,5362.21974619352
423,1915701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3533810.80419922,7975.52649916377
424,1915701004,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1788811.86547852,5350.06384062562
425,1914701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3541473.42749023,8003.27898862988
426,1918701003,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7081722.23510742,10645.918900324
427,1917701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1822877.29394531,5400.69843977008
428,2018701001,Mineral Right,32,10,,,AANDREWS,2018-07-13T19:56:44.000Z,6939287.93896484,10537.8663428146
429,1909701010,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1805758.83837891,5375.49559082676
430,1909701012,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1827951.91674805,5408.27311158667
431,1909701008,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3587894.83544922,8041.54130513383
432,1908701009,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3569017.3371582,8015.23705490545
433,1911701006,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1813426.92285156,5386.82672857788
434,1908701006,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1784700.17871094,5343.88026641685
435,1907701006,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1890783.94677734,5502.13357935708
436,1907701008,Mineral Right,25,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7015337.93310547,10622.2136115485
437,1910701004,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1808185.36914063,5379.01000401065
438,1912701002,Mineral Right,11,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3551084.22875977,8003.00689331792
439,1907701004,Mineral Right,125,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5470783.765625,9407.77692116833
440,1907701002,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7557217.0847168,11003.8662009242
441,1909701003,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1834934.63378906,5419.10978966604
442,1911701004,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7071656.57836914,10643.1553115685
443,1909701006,Mineral Right,20,10,,,AANDREWS,2018-07-13T19:56:44.000Z,910526.156005859,4028.8369157947
444,1910701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3623109.63183594,8110.64102759276
445,1903701004,Mineral Right,130,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5717960.40625,9613.82700790937
446,1902701008,Mineral Right,19,10,,,AANDREWS,2018-07-13T19:56:44.000Z,844540.021484375,4013.97869886686
447,1902701010,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1770901.64770508,5323.06212209407
448,1904701008,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,6990498.67456055,10573.9270397109
449,1906701006,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3734850.4387207,8126.71599149659
450,1903701008,Mineral Right,144,10,,,AANDREWS,2018-07-13T19:56:44.000Z,6454352.8659668,12697.6374255173
451,1906701009,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3593051.01464844,8026.31082687951
452,1906701011,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1799163.6640625,5365.84762127195
453,1905701003,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7052975.81494141,10619.8758952142
454,1902701004,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1754196.06811523,5298.10908750294
455,1902701006,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7082050.27832031,10645.2919760124
456,1902701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1761518.08886719,5309.12887993134
457,1906701004,Mineral Right,120,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5496778.45043945,10820.037011562
458,1904701003,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1796060.12011719,5360.97168181493
459,1904701005,Mineral Right,160,10,,,AANDREWS,2018-07-13T19:56:44.000Z,7034543.21801758,10611.271121167
460,1634701006,Mineral Right,120,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5304866.83398438,10636.5325308293
461,1634701002,Mineral Right,20,10,,,AANDREWS,2018-07-13T19:56:44.000Z,885772.468261719,4004.21192824721
462,1635701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1775939.48974609,5330.65673824802
463,1628701003,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3518886.36376953,7940.69397339863
464,1625701004,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1777101.41674805,5333.60968173477
465,1621701002,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3486696.54345703,7921.12736564756
466,1615701002,Mineral Right,39.31 a,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1712188.4140625,5234.61156576104
467,1618701006,Mineral Right,80,10,,,AANDREWS,2018-07-13T19:56:44.000Z,3798195.13134766,8396.7485620147
468,1617701003,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1716435.921875,5240.93830550145
469,1614701002,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1802725.17382813,5371.25853158343
470,1634701007,Mineral Right,40,10,,,AANDREWS,2018-07-13T19:56:44.000Z,1751169.51635742,5293.58605598619
471,1634701008,Mineral Right,120,10,,,AANDREWS,2018-07-13T19:56:44.000Z,5269399.59326172,10601.1277307789
